id,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W116533942,,,Simon Holland,https://openalex.org/A5069140421,https://orcid.org/0000-0001-5930-519X,,,,True,,0.04,41,,Artificial Intelligence in Music Education: A Critical Review,,,0.0,,False,en,False,closed,Open Research Online (The Open University),https://openalex.org/I204136569,The Open University,https://openalex.org/S4306401187,,repository,Neural Networks and Applications,2000-08-08,2000,review
https://openalex.org/W4403842320,1400,1400,Javier Merchán Sánchez-Jara|Sara González Gutiérrez|Javier Cruz Rodríguez|Bohdan Syroyid Syroyid,https://openalex.org/A5086278033|https://openalex.org/A5011641674|https://openalex.org/A5101694781|https://openalex.org/A5034187892,https://orcid.org/0000-0003-1828-5182|https://orcid.org/0000-0002-5706-4705|https://orcid.org/0000-0003-3622-6530|https://orcid.org/0000-0002-2281-9207,ES|ES|ES|ES,Universidad de Salamanca|Universidad de Salamanca|Universidad de Salamanca|Universidad de Salamanca,https://openalex.org/I184999862|https://openalex.org/I184999862|https://openalex.org/I184999862|https://openalex.org/I184999862,True|True|False|False,cc-by,0.99456181,45,https://openalex.org/I184999862,Artificial Intelligence-Assisted Music Education: A Critical Synthesis of Challenges and Opportunities,https://doi.org/10.3390/educsci14111171,Institute of Education Sciences|H2020 Marie Skłodowska-Curie Actions,14.4305,,False,en,True,gold,Education Sciences,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://openalex.org/S2738008561,2227-7102,journal,Neuroscience and Music Perception,2024-10-28,2024,article
https://openalex.org/W3122206733,,,Bryan Wang|Meng Yu Yang|Tovi Grossman,||,||,CA|CA|CA,University of Toronto|University of Toronto|University of Toronto,https://openalex.org/I185261750|https://openalex.org/I185261750|https://openalex.org/I185261750,True|False|False,,0.87746507,24,https://openalex.org/I185261750,Soloist: Generating Mixed-Initiative Tutorials from Existing Guitar Instructional Videos Through Audio Processing,https://doi.org/10.1145/3411764.3445162,,2.1606,,False,en,True,green,,,,,,,Music and Audio Processing,2021-05-06,2021,article
https://openalex.org/W2921395495,2950,2950,Sergio Giraldo|George Waddell|Ignasi Nou|Ariadna Ortega|Óscar Mayor|Alfonso Pérez|Aaron Williamon|Rafael Ramírez,https://openalex.org/A5059951073|https://openalex.org/A5057933776|https://openalex.org/A5016495176|https://openalex.org/A5074299529|https://openalex.org/A5039539221|https://openalex.org/A5059065400|https://openalex.org/A5049214491|https://openalex.org/A5030098068,https://orcid.org/0000-0002-3905-970X|https://orcid.org/0000-0001-9715-2753||||https://orcid.org/0000-0003-1782-5108|https://orcid.org/0000-0002-1713-6161|https://orcid.org/0000-0002-3294-0764,ES|GB|ES|ES|ES|ES|GB|ES,Pompeu Fabra University|Royal College of Music|Imperial College London|Pompeu Fabra University|Pompeu Fabra University|Pompeu Fabra University|Pompeu Fabra University|Royal College of Music|Imperial College London|Pompeu Fabra University,https://openalex.org/I170486558|https://openalex.org/I136605902|https://openalex.org/I47508984|https://openalex.org/I170486558|https://openalex.org/I170486558|https://openalex.org/I170486558|https://openalex.org/I170486558|https://openalex.org/I136605902|https://openalex.org/I47508984|https://openalex.org/I170486558,True|False|False|False|False|False|False|False,cc-by,0.97684198,69,https://openalex.org/I170486558,Automatic Assessment of Tone Quality in Violin Music Performance,https://doi.org/10.3389/fpsyg.2019.00334,European Commission|Ministerio de Economía y Competitividad,7.0103,https://pubmed.ncbi.nlm.nih.gov/30930804,False,en,True,gold,Frontiers in Psychology,https://openalex.org/P4310320527,Frontiers Media,https://openalex.org/S9692511,1664-1078,journal,Music and Audio Processing,2019-03-14,2019,article
https://openalex.org/W4406243364,,,Lee Cheng,https://openalex.org/A5048139186,https://orcid.org/0000-0002-8037-0030,GB,Anglia Ruskin University,https://openalex.org/I51216347,True,cc-by,0.99849481,28,https://openalex.org/I51216347,The impact of generative AI on school music education: Challenges and recommendations,https://doi.org/10.1080/10632913.2025.2451373,,34.0314,,False,en,True,hybrid,Arts Education Policy Review,https://openalex.org/P4310320547,Taylor & Francis,https://openalex.org/S191658505,1063-2913,journal,Neuroscience and Music Perception,2025-01-10,2025,article
https://openalex.org/W4402765416,260,260,Yifang Zhang|Beh Wen Fen|Chao Zhang|Sheng Pi,https://openalex.org/A5037267528|https://openalex.org/A5107573804|https://openalex.org/A5055399097|https://openalex.org/A5113397797,https://orcid.org/0009-0008-2064-706X||https://orcid.org/0000-0001-5580-5226|,MY|||,University of Malaya|||,https://openalex.org/I33849332|||,True|False|False|False,cc-by,0.9995846,19,https://openalex.org/I33849332,Transforming Music Education Through Artificial Intelligence: A Systematic Literature Review on Enhancing Music Teaching and Learning,https://doi.org/10.3991/ijim.v18i18.50545,,91.1508,,False,en,True,gold,International Journal of Interactive Mobile Technologies (iJIM),https://openalex.org/P4310313744,kassel university press,https://openalex.org/S4210177413,1865-7923,journal,Diverse Music Education Insights,2024-09-24,2024,article
https://openalex.org/W4362563993,5000,,Pedro Sarmento|Adarsh Kumar|Yuhua Chen|CJ Carr|Zack Zukowski|Mathieu Barthet,https://openalex.org/A5013545024|https://openalex.org/A5000966033|https://openalex.org/A5100384516|https://openalex.org/A5069752441|https://openalex.org/A5005643150|https://openalex.org/A5074494743,https://orcid.org/0000-0002-4518-0194|||||https://orcid.org/0000-0002-9869-1668,GB|IN|TW|US|US|GB,Queen Mary University of London|Indian Institute of Technology Kharagpur|National Taiwan University|Boston University|Boston University|Queen Mary University of London,https://openalex.org/I166337079|https://openalex.org/I145894827|https://openalex.org/I16733864|https://openalex.org/I111088046|https://openalex.org/I111088046|https://openalex.org/I166337079,True|False|False|False|False|False,,0.97632783,15,https://openalex.org/I166337079,GTR-CTRL: Instrument and Genre Conditioning for Guitar-Focused Music Generation with Transformers,https://doi.org/10.1007/978-3-031-29956-8_17,,5.9129,,False,en,False,closed,Lecture notes in computer science,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S106296714,0302-9743,book series,Music Technology and Sound Studies,2023-01-01,2023,book-chapter
https://openalex.org/W7147552213,,,Wenxiu Li,https://openalex.org/A5132703105,,IR,Technical and Vocational University,https://openalex.org/I4210089766,True,,0.95209581,0,https://openalex.org/I4210089766,Adaptive Efficacy Assessment Method for Music Education via Multimodal Deep Learning Fusion,https://doi.org/10.1109/cnml68938.2026.11453256,,0.0,,False,,False,closed,,,,,,,Diverse Music Education Insights,2026-01-30,2026,article
https://openalex.org/W4281298566,,,Μάξιμος Καλιακάτσος-Παπακώστας|Grigoris Bastas|Dimos Makris|Dorrien Herremans|Vassilis Katsouros|Petros Maragos,https://openalex.org/A5001450313|https://openalex.org/A5043731954|https://openalex.org/A5045850355|https://openalex.org/A5032647486|https://openalex.org/A5060812182|https://openalex.org/A5079243420,https://orcid.org/0000-0002-9062-9915||https://orcid.org/0000-0002-4556-4227||https://orcid.org/0000-0002-4185-2344|https://orcid.org/0000-0003-0534-2707,GR||||GR|,Institute for Language and Speech Processing||||Institute for Language and Speech Processing|,https://openalex.org/I4210098364||||https://openalex.org/I4210098364|,True|False|False|False|False|False,other-oa,0.03986923,0,https://openalex.org/I4210098364,A Machine Learning Approach for MIDI to Guitar Tablature Conversion,https://doi.org/10.5281/zenodo.6573024,"European Commission|Ministry of Education, India|European Regional Development Fund",0.0,,False,en,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,Music Technology and Sound Studies,2022-06-07,2022,paratext
https://openalex.org/W4320459308,,,Μάξιμος Καλιακάτσος-Παπακώστας|Grigoris Bastas|Dimos Makris|Dorrien Herremans|Vassilis Katsouros|Petros Maragos,https://openalex.org/A5001450313|https://openalex.org/A5043731954|https://openalex.org/A5045850355|https://openalex.org/A5032647486|https://openalex.org/A5060812182|https://openalex.org/A5106182541,https://orcid.org/0000-0002-9062-9915||https://orcid.org/0000-0002-4556-4227||https://orcid.org/0000-0002-4185-2344|,GR||||GR|,Institute for Language and Speech Processing||||Institute for Language and Speech Processing|,https://openalex.org/I4210098364||||https://openalex.org/I4210098364|,True|False|False|False|False|False,other-oa,0.1509844,0,https://openalex.org/I4210098364,A Machine Learning Approach for MIDI to Guitar Tablature Conversion,https://doi.org/10.5281/zenodo.6797820,"European Commission|Ministry of Education, India|European Regional Development Fund",0.0,,False,en,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,Music Technology and Sound Studies,2022-06-07,2022,paratext
https://openalex.org/W2031265013,,,Judy A. Franklin,https://openalex.org/A5030986294,,US,Smith College,https://openalex.org/I202524275,True,,0.82436467,60,https://openalex.org/I202524275,Recurrent Neural Networks for Music Computation,https://doi.org/10.1287/ijoc.1050.0131,,1.6121,,False,en,False,closed,INFORMS journal on computing,https://openalex.org/P4310315699,Institute for Operations Research and the Management Sciences,https://openalex.org/S165318533,1091-9856,journal,Music and Audio Processing,2006-08-01,2006,article
https://openalex.org/W1970001848,,,John Covert|David L. Livingston,https://openalex.org/A5071041224|https://openalex.org/A5112259439,|,US|US,Virginia Military Institute|Virginia Military Institute,https://openalex.org/I185641255|https://openalex.org/I185641255,True|False,,0.57489718,18,https://openalex.org/I185641255,A vacuum-tube guitar amplifier model using a recurrent neural network,https://doi.org/10.1109/secon.2013.6567472,,0.2364,,False,en,False,closed,,,,,,,Advanced Electrical Measurement Techniques,2013-04-01,2013,article
https://openalex.org/W4402789587,,,Jacob D. Holster,https://openalex.org/A5018805978,https://orcid.org/0000-0001-9366-1630,,,,True,cc-by,0.95445398,19,,Augmenting Music Education through AI: Practical Applications of ChatGPT,https://doi.org/10.1177/00274321241255938,,4.7117,,False,en,True,hybrid,Music Educators Journal,https://openalex.org/P4310320017,SAGE Publishing,https://openalex.org/S163495685,0027-4321,journal,Traffic Prediction and Management Techniques,2024-06-01,2024,article
https://openalex.org/W7143666520,990,990,Jing LI,https://openalex.org/A5131046966,,CN,Hebei Normal University,https://openalex.org/I94611258,True,cc-by-nc-nd,0.92225105,0,https://openalex.org/I94611258,Deep learning-based personalized learning path planning and optimization model for music education,https://doi.org/10.1007/s44163-026-01115-4,,0.0,,False,en,True,gold,Discover Artificial Intelligence,https://openalex.org/P4310319965,Springer Nature,https://openalex.org/S4210220416,2731-0809,journal,AI and Multimedia in Education,2026-03-31,2026,article
https://openalex.org/W4413240219,3040,3040,Pu Wang|Yijiang Liu,|,https://orcid.org/0009-0008-8045-8092|https://orcid.org/0009-0002-7970-0917,KR|KR,The Catholic University of Korea Bucheon St. Mary's Hospital|Catholic University of Korea|The Catholic University of Korea Bucheon St. Mary's Hospital|Catholic University of Korea,https://openalex.org/I4210133166|https://openalex.org/I87111246|https://openalex.org/I4210133166|https://openalex.org/I87111246,False|True,cc-by,0.98902415,5,https://openalex.org/I4210133166|https://openalex.org/I87111246,"The Role of Technophilia, Positive Experience and Flow in Enhancing Learning Efficiency in <scp>AI</scp> ‐Based Music Education: A Self‐Determination Theory Approach",https://doi.org/10.1111/ejed.70200,,15.1553,,False,en,True,hybrid,European Journal of Education,https://openalex.org/P4310320595,Wiley,https://openalex.org/S71191459,0141-8211,journal,Flow Experience in Various Fields,2025-08-08,2025,article
https://openalex.org/W4394818175,,,Shu Li,https://openalex.org/A5114909666,,,,,True,cc-by-nd,0.91564111,8,,Intelligent Construction of University Music Education Teaching System Based on Artificial Intelligence Technology,https://doi.org/10.52783/jes.1326,,2.8979,,False,en,True,hybrid,Journal of Electrical Systems,,,https://openalex.org/S5406946370,1112-5209,journal,Advanced Technologies in Various Fields,2024-04-04,2024,article
https://openalex.org/W4408091329,1890,1890,Han Yang,https://openalex.org/A5101540636,https://orcid.org/0000-0002-3263-6498,CN,Harbin University,https://openalex.org/I1308199089,True,cc-by-nc-nd,0.99435652,13,https://openalex.org/I1308199089,Exploring a digital music teaching model integrated with recurrent neural networks under artificial intelligence,https://doi.org/10.1038/s41598-025-92327-8,,26.1468,https://pubmed.ncbi.nlm.nih.gov/40033064,False,en,True,gold,Scientific Reports,https://openalex.org/P4310319908,Nature Portfolio,https://openalex.org/S196734849,2045-2322,journal,Educational Technology and Pedagogy,2025-03-03,2025,article
https://openalex.org/W4382539005,2390,,Xiao Han|Fuyang Chen|Ijaz Ullah|Mohammad Faisal,https://openalex.org/A5064934921|https://openalex.org/A5019668149|https://openalex.org/A5006349142|https://openalex.org/A5064429096,https://orcid.org/0009-0008-2437-4257|https://orcid.org/0000-0003-2650-420X|https://orcid.org/0000-0002-8764-9085|https://orcid.org/0000-0001-6823-5592,CN|CN|FR|PK,Nanjing University of Aeronautics and Astronautics|Nanjing University of Aeronautics and Astronautics|Université de Rennes|Information Technology University|University of Malakand,https://openalex.org/I9842412|https://openalex.org/I9842412|https://openalex.org/I56067802|https://openalex.org/I1323252656|https://openalex.org/I68649149,False|False|True|False,,0.94541452,9,https://openalex.org/I56067802,RETRACTED ARTICLE: An evaluation of AI-based college music teaching using AHP and MOORA,https://doi.org/10.1007/s00500-023-08717-5,,4.1627,,True,en,True,bronze,Soft Computing,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S65753830,1432-7643,journal,AI and Big Data Applications,2023-06-29,2023,article
https://openalex.org/W4399563609,,,Bo Xu,https://openalex.org/A5022604762,https://orcid.org/0000-0003-4135-0683,CN,Wuhan Business University,https://openalex.org/I4210111616,True,,0.90498803,7,https://openalex.org/I4210111616,Design and Development of Music Intelligent Education System Based on Artificial Intelligence,https://doi.org/10.1109/icdcece60827.2024.10548114,,2.5459,,False,en,False,closed,,,,,,,Educational Technology and Pedagogy,2024-04-26,2024,article
https://openalex.org/W4392980455,,,Manu Agarwal|Ross Greer,https://openalex.org/A5102632792|https://openalex.org/A5040697381,|https://orcid.org/0000-0001-8595-0379,US|US,"North Shore Diabetes and Endocrine Associates|University of California, San Diego",https://openalex.org/I4210136197|https://openalex.org/I36258959,True|False,,0.73849252,6,https://openalex.org/I4210136197,Spectrogram-Based Deep Learning for Flute Audition Assessment and Intelligent Feedback,https://doi.org/10.1109/ism59092.2023.00045,,0.7222,,False,en,False,closed,,,,,,,Image and Signal Denoising Methods,2023-12-11,2023,article
https://openalex.org/W4407367682,3040,,Hui Liu|Wei Guo,https://openalex.org/A5100387603|https://openalex.org/A5113199079,https://orcid.org/0000-0002-7206-8747|https://orcid.org/0009-0009-7478-530X,CN|CN,Yulin Normal University|Xiamen University,https://openalex.org/I27462735|https://openalex.org/I191208505,False|True,,0.99471581,16,https://openalex.org/I191208505,Effectiveness of <scp>AI</scp> ‐Driven Vocal Art Tools in Enhancing Student Performance and Creativity,https://doi.org/10.1111/ejed.70037,,18.6998,,False,en,True,bronze,European Journal of Education,https://openalex.org/P4310320595,Wiley,https://openalex.org/S71191459,0141-8211,journal,Neuroscience and Music Perception,2025-02-11,2025,article
https://openalex.org/W3096648358,,,Foad Moradi|Hiwa Mohammadi|Mohammad Rezaei|Payam Sariaslani|Nazanin Razazian|Habibolah Khazaie|Hojjat Adeli,https://openalex.org/A5090799123|https://openalex.org/A5090366625|https://openalex.org/A5037365769|https://openalex.org/A5061812764|https://openalex.org/A5008606200|https://openalex.org/A5041965534|https://openalex.org/A5060859546,https://orcid.org/0000-0003-1316-5456|https://orcid.org/0000-0002-2364-9430|https://orcid.org/0000-0002-2985-008X|https://orcid.org/0000-0003-1924-4649|https://orcid.org/0000-0001-5527-6387|https://orcid.org/0000-0003-1720-3720|https://orcid.org/0000-0001-5718-1453,IR|IR|IR|IR|IR|IR|US,Kermanshah University of Medical Sciences|Semnan University|Kermanshah University of Medical Sciences|Imam Reza Hospital|Kermanshah University of Medical Sciences|Tehran University of Medical Sciences|Kermanshah University of Medical Sciences|Imam Reza Hospital|Kermanshah University of Medical Sciences|Imam Reza Hospital|Kermanshah University of Medical Sciences|The Ohio State University,https://openalex.org/I39642139|https://openalex.org/I928334797|https://openalex.org/I39642139|https://openalex.org/I4210130113|https://openalex.org/I39642139|https://openalex.org/I70640408|https://openalex.org/I39642139|https://openalex.org/I4210130113|https://openalex.org/I39642139|https://openalex.org/I4210130113|https://openalex.org/I39642139|https://openalex.org/I52357470,True|False|False|False|False|False|False,,0.82646335,26,https://openalex.org/I39642139|https://openalex.org/I928334797,A Novel Method for Sleep-Stage Classification Based on Sonification of Sleep Electroencephalogram Signals Using Wavelet Transform and Recurrent Neural Network,https://doi.org/10.1159/000511306,,1.5619,,False,en,False,closed,European Neurology,https://openalex.org/P4310317820,Karger Publishers,https://openalex.org/S162735375,0014-3022,journal,EEG and Brain-Computer Interfaces,2020-01-01,2020,article
https://openalex.org/W4412454811,,,Kevin Mwita|Ruth Owino,https://openalex.org/A5118998189|https://openalex.org/A5118998190,|https://orcid.org/0000-0002-6836-5458,KE|KE,Kabarak University|United States International University Africa,https://openalex.org/I3131121749|https://openalex.org/I4210159989,True|False,cc-by-nc-sa,0.17134507,0,https://openalex.org/I3131121749,TRANSFORMATION OF MUSIC EDUCATION IN SUB-SAHARAN AFRICA: AN ASSESSMENT OF ARTIFICIAL INTELLIGENCE APPLICATIONS,https://doi.org/10.51317/jmca.v4i1.727,,0.0,,False,en,True,hybrid,Journal of Music and Creative Arts (JMCA),,,https://openalex.org/S4387284342,2958-1184,journal,Diverse Musicological Studies,2025-07-15,2025,article
https://openalex.org/W4415694035,,,Jiale Zhao|Soroush Mirzaee,|,|,|,,,True|False,,0.30068027,0,,AN ADAPTIVE MOBILE GUITAR APPLICATION TO ASSIST IN LEARNING GUITAR AND MUSIC CREATION USING MACHINE LEARNING AND MEMBRANE BUTTON MATRIX,https://doi.org/10.5121/csit.2025.152005,,0.0,,False,,True,gold,,,,,,,Diverse Music Education Insights,2025-10-25,2025,article
https://openalex.org/W3047571292,,,Yu‐Hua Chen|Yu-Hsiang Huang|Wen-Yi Hsiao|Yi‐Hsuan Yang,https://openalex.org/A5100384510|https://openalex.org/A5048096590|https://openalex.org/A5086833741|https://openalex.org/A5061291906,https://orcid.org/0000-0001-6925-148X|https://orcid.org/0000-0001-8162-7806||https://orcid.org/0000-0002-2724-6161,TW|||,National Taiwan University|||,https://openalex.org/I16733864|||,True|False|False|False,,,12,https://openalex.org/I16733864,Automatic Composition of Guitar Tabs by Transformers and Groove Modeling,https://doi.org/10.48550/arxiv.2008.01431,,,,False,en,True,green,arXiv (Cornell University),https://openalex.org/I205783295,Cornell University,https://openalex.org/S4306400194,,repository,Music and Audio Processing,2020-08-04,2020,preprint
https://openalex.org/W4408669860,,,Qing Wu,https://openalex.org/A5116721084,,CN,Handan College|China Conservatory,https://openalex.org/I113389987|https://openalex.org/I2802793601,True,,0.92905272,7,https://openalex.org/I113389987|https://openalex.org/I2802793601,The application of artificial intelligence in music education management: Opportunities and challenges,https://doi.org/10.1177/14727978251322675,,3.6079,,False,en,True,bronze,Journal of Computational Methods in Sciences and Engineering,https://openalex.org/P4310318577,IOS Press,https://openalex.org/S2765058733,1472-7978,journal,Artificial Intelligence in Healthcare and Education,2025-03-20,2025,article
https://openalex.org/W7152373355,,,Alexandre D'Hooge,https://openalex.org/A5123431990,,,,,True,,,0,,Assisting Western Popular Music Guitar Practice and Tablature Composition with Machine Learning,https://doi.org/10.70675/06264cdbzc47dz475fz85b7z58f1271ca7ef,,,,False,,False,closed,,,,,,,Music Technology and Sound Studies,2025-10-09,2025,dissertation
https://openalex.org/W4224292711,,,Frank Cwitkowitz|Jonathan Driedger|Zhiyao Duan,https://openalex.org/A5074979798|https://openalex.org/A5057320374|https://openalex.org/A5102749436,||https://orcid.org/0000-0002-8334-9974,US||US,University of Rochester||University of Rochester,https://openalex.org/I5388228||https://openalex.org/I5388228,True|False|False,cc-by,0.02941918,0,https://openalex.org/I5388228,A Data-Driven Methodology for Considering Feasibility And Pairwise Likelihood in Deep Learning Based Guitar Tablature Transcription Systems,https://doi.org/10.5281/zenodo.6572865,,0.0,,False,en,True,green,Zenodo (CERN European Organization for Nuclear Research),https://openalex.org/I67311998,European Organization for Nuclear Research,https://openalex.org/S4306400562,,repository,Music and Audio Processing,2022-06-07,2022,paratext
https://openalex.org/W4394852198,2900,,XU Ya-jun,https://openalex.org/A5103650472,,CN,Nanjing Xiaozhuang University,https://openalex.org/I4210128418,True,,0.97569587,11,https://openalex.org/I4210128418,Intelligent e-learning system in the development of preschool music education based on digital audio technology,https://doi.org/10.1016/j.entcom.2024.100682,,8.7021,,False,en,False,closed,Entertainment Computing,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S185496201,1875-9521,journal,Environmental Engineering and Cultural Studies,2024-04-16,2024,article
