Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
30,"A Senapati, U Garain","Guitar-based pronominal anaphora resolution in bengali",2013,"Proceedings of the 51st Annual Meeting of …","aclanthology.org","https://aclanthology.org/P13-2023.pdf","https://scholar.google.com/scholar?cites=16669871928645189418&as_sdt=2005&sciodt=2007&hl=en",550,"2025-12-14 08:01:17","PDF","","","",,,,,30,2.50,15,2,12,"… Training and test datasets were provided, both the machine learning (WEKA and … in GuiTAR resolves only personal pronouns, we have used only these personal pronouns for evaluation…","https://aclanthology.org/P13-2023.pdf","https://scholar.google.com/scholar?q=related:Kv8mxjJIV-cJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
13,"A Wędołowska, D Weber, B Kostek","Predicting emotion from color present in images and video excerpts by machine learning",2023,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10163789/","https://scholar.google.com/scholar?cites=10265699568650300260&as_sdt=2005&sciodt=2007&hl=en",551,"2025-12-14 08:01:17","","","","",,,,,13,6.50,4,3,2,"… in the feedback loop regarding the activity performed [4… it to the current emotional state in an affective feedback loop [5… The subject of the engineering thesis concerned the guitar sound …","https://ieeexplore.ieee.org/iel7/6287639/10005208/10163789.pdf","https://scholar.google.com/scholar?q=related:ZCtIIF4Xd44J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
1467,"E Agirre, C Banea, D Cer, M Diab, ...","Semeval-2016 task 1: Semantic textual similarity, monolingual and cross-lingual evaluation",2016,"… semantic evaluation …","aclanthology.org","https://aclanthology.org/S16-1081.pdf","https://scholar.google.com/scholar?cites=947794178468914539&as_sdt=2005&sciodt=2007&hl=en",552,"2025-12-14 08:01:17","PDF","","","",,,,,1467,163.00,293,5,9,"… The young lady enjoys listening to the guitar. La mujer está tocando el violın. The … evaluation strategy is motivated by a desire to maximize the flexibility in the design of machine learning …","https://aclanthology.org/S16-1081.pdf","https://scholar.google.com/scholar?q=related:a6XSn8g9Jw0J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
23,"C Dewi, APS Chen, HJ Christanto","Recognizing similar musical instruments with YOLO models",2023,"Big Data and Cognitive Computing","mdpi.com","https://www.mdpi.com/2504-2289/7/2/94","https://scholar.google.com/scholar?cites=1804044910158310085&as_sdt=2005&sciodt=2007&hl=en",553,"2025-12-14 08:01:17","HTML","","","",,,,,23,11.50,8,3,2,"… the fields of machine learning and artificial intelligence have … However, as can be seen in Figure 1, the designs of the guitar… a performance and provide feedback for improvement. Lastly, …","https://www.mdpi.com/2504-2289/7/2/94","https://scholar.google.com/scholar?q=related:xWrWnElBCRkJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
1,"M Ahmed, S Fadel, ME Helal, ...","Arabic music genre identification",2024,"Journal of Advanced …","uhra.herts.ac.uk","https://uhra.herts.ac.uk/id/eprint/11148/","https://scholar.google.com/scholar?cites=2562746148353093831&as_sdt=2005&sciodt=2007&hl=en",554,"2025-12-14 08:01:17","","","","",,,,,1,1.00,0,4,1,"… Different Machine Learning techniques are utilised to … This research presents an evaluation of machine learning … well as string instruments like the guitar and the charango. Going more …","https://uhra.herts.ac.uk/id/eprint/11148/2/ARASETV46_N1_PP187_200A.pdf","https://scholar.google.com/scholar?q=related:xzAWPgu0kCMJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
3,"T Rönnberg","Classification of heavy metal subgenres with machine learning",2020,"","doria.fi","https://www.doria.fi/handle/10024/176237","https://scholar.google.com/scholar?cites=14867555920522109495&as_sdt=2005&sciodt=2007&hl=en",555,"2025-12-14 08:01:17","","","","",,,,,3,0.60,3,1,5,"… -evaluation concerning the application of machine learning for … Guitar solos are essential, while a wide range of electronic … enhanced by the electronic bass guitar, which performs a …","https://www.doria.fi/bitstream/handle/10024/176237/ronnberg_thomas.pdf?sequence=2","https://scholar.google.com/scholar?q=related:N-L5iFYrVM4J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
25,"M Buffa, E Cabrio, M Fell, F Gandon, A Giboin, ...","The WASABI dataset: Cultural, lyrics and audio analysis metadata about 2 million popular commercially released songs",2021,"European Semantic …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-77385-4_31","https://scholar.google.com/scholar?cites=9627902113089743465&as_sdt=2005&sciodt=2007&hl=en",556,"2025-12-14 08:01:17","","10.1007/978-3-030-77385-4_31","","",,,,,25,6.25,4,6,4,"… Some MIDI content was used in WASABI during the evaluation of the chord extraction. … distinct values among which 16 different types of guitar) and equipment types (eg microphone, …","https://hal.science/hal-03282619v1/file/camera_ready.pdf","https://scholar.google.com/scholar?q=related:aWryBvYtnYUJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
2,"FN Persaud","In Search of Computer Music Analysis: Music Information Retrieval, Optimization, and Machine Learning from 2000-2016",2018,"","ruor.uottawa.ca","https://ruor.uottawa.ca/items/9dc3ae2f-822a-408b-b087-85cc1b1bdbb4","https://scholar.google.com/scholar?cites=5965833982005770282&as_sdt=2005&sciodt=2007&hl=en",557,"2025-12-14 08:01:17","","","","",,,,,2,0.29,2,1,7,"My thesis aims to critically examine three methods in the current state of Computer Music Analysis. I will concentrate on Music Information Retrieval, Optimization, and Machine Learning…","https://ruor.uottawa.ca/bitstreams/4a4f509e-d08c-4f66-b426-44ea012a6b0a/download","https://scholar.google.com/scholar?q=related:Knho9mXmylIJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
11,"A Nogales, S Donaher, A Garcia-Tejedor","A deep learning framework for audio restoration using Convolutional/Deconvolutional Deep Autoencoders",2023,"Expert Systems with Applications","Elsevier","https://www.sciencedirect.com/science/article/pii/S0957417423010886","https://scholar.google.com/scholar?cites=17711268475637623847&as_sdt=2005&sciodt=2007&hl=en",558,"2025-12-14 08:01:17","","","","",,,,,11,5.50,4,3,2,"… This paper shows how deep learning techniques are used to restore audio files that simulate situations of background noise and loss of signal. Its main distinguishing feature is the …","","https://scholar.google.com/scholar?q=related:J2z0G9cQy_UJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
58,"WT Nash, CJ Powell, T Drummond, N Birbilis","Automated corrosion detection using crowdsourced training for deep learning",2020,"Corrosion","content.ampp.org","https://content.ampp.org/corrosion/article/76/2/135/2036","https://scholar.google.com/scholar?cites=5737157531662390859&as_sdt=2005&sciodt=2007&hl=en",559,"2025-12-14 08:01:17","","","","",,,,,58,11.60,15,4,5,"… set was used for all classification accuracy evaluation. The AI model accuracy was reported as … Man marching with guitar in front of weathering steel; this image was voted to contain any …","https://arxiv.org/pdf/1908.02548","https://scholar.google.com/scholar?q=related:S5Yx12B6nk8J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
9,"O Take, K Watanabe, T Nakatsuka, T Cheng, ...","Audio effect chain estimation and dry signal recovery from multi-effect-processed musical signals",2024,"Proc. Int. Conf. Digital …","staff.aist.go.jp","https://staff.aist.go.jp/m.goto/PAPER/DAFX2024take.pdf","https://scholar.google.com/scholar?cites=1430291914032142322&as_sdt=2005&sciodt=2007&hl=en",560,"2025-12-14 08:01:17","PDF","","","",,,,,9,9.00,2,5,1,"… Our experiments on guitar phrase recordings with various AFX chains demonstrate the validity of … For this evaluation, we need to determine the stop criteria (the threshold for M(s, u)). We …","https://staff.aist.go.jp/m.goto/PAPER/DAFX2024take.pdf","https://scholar.google.com/scholar?q=related:8tf_9Opq2RMJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
43,"D Eck, T Bertin-Mahieux, P Lamere","Autotagging Music Using Supervised Machine Learning.",2007,"ISMIR","researchgate.net","https://www.researchgate.net/profile/Paul-Lamere/publication/220723249_Autotagging_Music_Using_Supervised_Machine_Learning/links/0c96053bffb4e1be45000000/Autotagging-Music-Using-Supervised-Machine-Learning.pdf","https://scholar.google.com/scholar?cites=14878801627789459397&as_sdt=2005&sciodt=2007&hl=en",561,"2025-12-14 08:01:17","PDF","","","",,,,,43,2.39,14,3,18,"… Specifically we introduce a machine learning algorithm that … might also serve to dampen feedback loops which occur when … “energetic” some songs as “guitar” and some songs as “punk…","https://www.researchgate.net/profile/Paul-Lamere/publication/220723249_Autotagging_Music_Using_Supervised_Machine_Learning/links/0c96053bffb4e1be45000000/Autotagging-Music-Using-Supervised-Machine-Learning.pdf","https://scholar.google.com/scholar?q=related:xf_kyz8ffM4J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
5,"JP Lalor","Learning latent characteristics of data and models using item response theory",2024,"","scholarworks.umass.edu","https://scholarworks.umass.edu/items/2829bb9a-75ad-4f87-9d58-22b1b492036a","https://scholar.google.com/scholar?cites=8598394906375617287&as_sdt=2005&sciodt=2007&hl=en",562,"2025-12-14 08:01:17","","","","",,,,,5,5.00,5,1,1,"… In this dissertation we introduce new methods for test set construction and model evaluation for the machine learning and natural language processing community. In addition, we …","https://scholarworks.umass.edu/bitstreams/4df6e9a0-3c18-4a0c-abf5-233f901af286/download","https://scholar.google.com/scholar?q=related:B_sLcZyiU3cJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
1371,"J Mueller, A Thyagarajan","Siamese recurrent architectures for learning sentence similarity",2016,"… the AAAI conference on artificial intelligence","ojs.aaai.org","https://ojs.aaai.org/index.php/AAAI/article/view/10350","https://scholar.google.com/scholar?cites=7393466935379636447&as_sdt=2005&sciodt=2007&hl=en",563,"2025-12-14 08:01:17","","","","",,,,,1371,152.33,686,2,9,"We present a siamese adaptation of the Long Short-Term Memory (LSTM) network for labeled data comprised of pairs of variable-length sequences. Our model is applied to assess …","https://ojs.aaai.org/index.php/AAAI/article/view/10350/10209","https://scholar.google.com/scholar?q=related:3zDmZQHfmmYJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
30,"SO Folorunso, SA Afolabi, AB Owodeyi","Dissecting the genre of Nigerian music with machine learning models",2022,"Journal of King Saud University …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1319157821001762","https://scholar.google.com/scholar?cites=18227728300968680784&as_sdt=2005&sciodt=2007&hl=en",564,"2025-12-14 08:01:17","HTML","","","",,,,,30,10.00,10,3,3,"… Highlife is played with guitar, horns, saxophone and trumpets. Apala is another music genre that originated in the 1930s among the Yorubas during the colonial era. It is played with …","https://www.sciencedirect.com/science/article/pii/S1319157821001762","https://scholar.google.com/scholar?q=related:UJ2SqVDm9fwJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
21,"J Imort, G Fabbro, MAM Ramírez, S Uhlich, ...","Distortion audio effects: Learning how to recover the clean signal",2022,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2202.01664","https://scholar.google.com/scholar?cites=15410585187327175702&as_sdt=2005&sciodt=2007&hl=en",565,"2025-12-14 08:01:17","","","","",,,,,21,7.00,4,5,3,"… distortion audio effects applied to guitar tracks in music production… stress the usefulness of multiple evaluation metrics to assess … We include this model in our evaluation as a standard fre…","https://arxiv.org/pdf/2202.01664","https://scholar.google.com/scholar?q=related:FmyIP5Rl3dUJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
15,"G Nodalo, JM Santiago III, J Valenzuela, ...","On building design guidelines for an interactive machine learning sandbox application",2019,"Proceedings of the 5th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3328243.3328253","https://scholar.google.com/scholar?cites=3351800865846688763&as_sdt=2005&sciodt=2007&hl=en",566,"2025-12-14 08:01:17","","10.1145/3328243.3328253","","",,,,,15,2.50,4,4,6,"… we can improve the efficiency and speed of the current machine learning systems being used today. … which limits user feedback for users that are not well-versed in machine learning. …","https://www.researchgate.net/profile/Jordan-Aiko-Deja/publication/331500941_On_Building_Design_Guidelines_For_An_Interactive_Machine_Learning_Sandbox_Application/links/5c7d5ed692851c695054b6fd/On-Building-Design-Guidelines-For-An-Interactive-Machine-Learning-Sandbox-Application.pdf","https://scholar.google.com/scholar?q=related:-3uj_iD9gy4J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
17,"J Abeßer, S Balke, K Frieler, M Pfleiderer, ...","Deep learning for jazz walking bass transcription",2017,"Audio Engineering Society …","aes.org","https://www.aes.org/e-lib/download.cfm?ID=18762","https://scholar.google.com/scholar?cites=13719690775342950394&as_sdt=2005&sciodt=2007&hl=en",567,"2025-12-14 08:01:17","","","","",,,,,17,2.13,3,5,8,"… But a reliable polyphonic transcription of the piano or guitar from ensemble recordings can still be considered an unsolved problem [1]. To mitigate this problem, walking bass lines …","https://www.audiolabs-erlangen.de/content/05_fau/assistant/00_balke/01_publications/2017_AbesserBFPM_JazzWalkingBass_AES.pdf","https://scholar.google.com/scholar?q=related:-ieF9BEiZr4J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
15983,"C Shorten, TM Khoshgoftaar","A survey on image data augmentation for deep learning",2019,"Journal of big data","Springer","https://link.springer.com/article/10.1186/s40537-019-0197-0?code=b33ae7db-07a1-485c-ac3b-4f409f373507","https://scholar.google.com/scholar?cites=4041041901496425203&as_sdt=2005&sciodt=2007&hl=en",568,"2025-12-14 08:01:17","HTML","10.1186/s40537-019-0197-0","","",,,,,15983,2663.83,7992,2,6,"… Many aspects of Deep Learning and neural network models draw … guitar, and one already knows how to play the piano, it seems likely that the piano-player will learn to play the guitar …","https://link.springer.com/article/10.1186/s40537-019-0197-0?code=b33ae7db-07a1-485c-ac3b-4f409f373507","https://scholar.google.com/scholar?q=related:89op9TKqFDgJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
15,"KR Venugopal, KG Srinivasa, LM Patnaik","Algorithms for web personalization",2009,"Soft Computing for Data Mining …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-00193-2_10","https://scholar.google.com/scholar?cites=8309469882978870142&as_sdt=2005&sciodt=2007&hl=en",569,"2025-12-14 08:01:17","","10.1007/978-3-642-00193-2_10","","",,,,,15,0.94,5,3,16,"… queries and provide feedback on the search results. The … it belongs to the Artificial Intelligence domain the top ranked … on original queries Pattern Recognition, Guitar and Piano in Figure …","","https://scholar.google.com/scholar?q=related:fiPDRtUqUXMJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
77,"R Gove, J Faytong","Machine learning and event-based software testing: classifiers for identifying infeasible GUI event sequences",2012,"Advances in computers","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780123965356000041","https://scholar.google.com/scholar?cites=14370576371074581369&as_sdt=2005&sciodt=2007&hl=en",570,"2025-12-14 08:01:17","","","","",,,,,77,5.92,39,2,13,"… machine learning to solve many problems. In this chapter we present an overview of machine learning … We also present our work using machine learning to augment automatic model-…","","https://scholar.google.com/scholar?q=related:ecOFJxKLbscJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
34,"MQ Alnabhan, P Branco","Fake news detection using deep learning: A systematic literature review",2024,"IEEe Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10614154/","https://scholar.google.com/scholar?cites=4486760670836776967&as_sdt=2005&sciodt=2007&hl=en",571,"2025-12-14 08:01:17","","","","",,,,,34,34.00,17,2,1,"… One person has no prior musical training, whereas the other plays the guitar and has a … The absence of benchmark datasets, evaluation metrics, and protocols makes it challenging …","https://ieeexplore.ieee.org/iel8/6287639/6514899/10614154.pdf","https://scholar.google.com/scholar?q=related:B2Br6Q4tRD4J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
36,"CJ Steinmetz, JD Reiss","Efficient neural networks for real-time analog audio effect modeling",2021,"arXiv preprint arXiv:2102.06200","researchgate.net","https://www.researchgate.net/profile/Christian-Steinmetz-5/publication/349234676_Efficient_Neural_Networks_for_Real-time_Analog_Audio_Effect_Modeling/links/602ac38ca6fdcc37a82bffa0/Efficient-Neural-Networks-for-Real-time-Analog-Audio-Effect-Modeling.pdf","https://scholar.google.com/scholar?cites=14915432805858534558&as_sdt=2005&sciodt=2007&hl=en",572,"2025-12-14 08:01:17","PDF","","","",,,,,36,9.00,18,2,4,"… network and employ modern deep learning methods to learn … in the case of modeling guitar amplifiers and distortion effects… , build larger models with greater expressivity, and train for a …","https://www.researchgate.net/profile/Christian-Steinmetz-5/publication/349234676_Efficient_Neural_Networks_for_Real-time_Analog_Audio_Effect_Modeling/links/602ac38ca6fdcc37a82bffa0/Efficient-Neural-Networks-for-Real-time-Analog-Audio-Effect-Modeling.pdf","https://scholar.google.com/scholar?q=related:nuRnkBxD_s4J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
15,"MAM Ramírez, E Benetos, ...","Modeling plate and spring reverberation using a dsp-informed deep neural network",2020,"ICASSP 2020-2020 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9053093/","https://scholar.google.com/scholar?cites=2611611756799833123&as_sdt=2005&sciodt=2007&hl=en",573,"2025-12-14 08:01:17","","","","",,,,,15,3.00,5,3,5,"… , we conduct a perceptual evaluation experiment and we also … We explore whether a deep learning architecture is able to … We use raw and plate reverb notes from the bass guitar …","https://arxiv.org/pdf/1910.10105","https://scholar.google.com/scholar?q=related:I7RJTw5PPiQJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
5,"R Diaz, CDLV Martin, M Sandler","Towards efficient modelling of string dynamics: A comparison of state space and koopman based deep learning methods",2024,"arXiv preprint arXiv:2408.16650","arxiv.org","https://arxiv.org/abs/2408.16650","https://scholar.google.com/scholar?cites=11129639431195230532&as_sdt=2005&sciodt=2007&hl=en",574,"2025-12-14 08:01:17","","","","",,,,,5,5.00,2,3,1,"This paper presents an examination of State Space Models (SSM) and Koopman-based deep learning methods for modelling the dynamics of both linear and non-linear stiff strings. …","https://arxiv.org/pdf/2408.16650","https://scholar.google.com/scholar?q=related:RIGSZhhsdJoJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
14,"C Zhang, M Van Der Baan","Signal processing using dictionaries, atoms, and deep learning: A common analysis-synthesis framework",2022,"Proceedings of the IEEE","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9737132/","https://scholar.google.com/scholar?cites=11214173043296956765&as_sdt=2005&sciodt=2007&hl=en",575,"2025-12-14 08:01:17","","","","",,,,,14,4.67,7,2,3,"… For instance, if a guitar performance is masked by white noise, then the algorithms will seek the sparsest representation in terms of guitar notes, ignoring the white noise that is …","","https://scholar.google.com/scholar?q=related:XfF5t_e-oJsJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
27,"E Martínez, Ò Celma Herrada, M Sordo, B De Jong, ...","Extending the folksonomies of freesound. org using content-based audio analysis",2009,"","repositori.upf.edu","https://repositori.upf.edu/items/a0785fff-c40c-4a3d-865b-8ff80b956123","https://scholar.google.com/scholar?cites=11453805023977157746&as_sdt=2005&sciodt=2007&hl=en",576,"2025-12-14 08:01:17","","","","",,,,,27,1.69,5,5,16,"… degree, audio related tags such as: pop, acoustic guitar, or female voice. It is clear that both … Then, the evaluation process is based on human assessment. Three subjects validated …","https://repositori.upf.edu/bitstreams/caabe922-3afc-4f54-abcc-fc40c9c0f913/download","https://scholar.google.com/scholar?q=related:cjS-BPwW9J4J:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
19,"M Alaeddine, A Tannoury","Artificial intelligence in music composition",2021,"… Conference on Artificial Intelligence …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-79150-6_31","https://scholar.google.com/scholar?cites=17686550710547235035&as_sdt=2005&sciodt=2007&hl=en",577,"2025-12-14 08:01:17","","10.1007/978-3-030-79150-6_31","","",,,,,19,4.75,10,2,4,"… An example that illustrates the use of technology in music is the use of artificial intelligence (AI… Dealing with an acoustic Jazz Guitar, however, produces a much less accurate result. If we …","https://inria.hal.science/hal-03287663/document","https://scholar.google.com/scholar?q=related:28AZ9ClAc_UJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
43,"B Lehner, J Schlüter, G Widmer","Online, loudness-invariant vocal detection in mixed music signals",2018,"IEEE/ACM Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8334252/","https://scholar.google.com/scholar?cites=12714781168964337957&as_sdt=2005&sciodt=2007&hl=en",578,"2025-12-14 08:01:17","","","","",,,,,43,6.14,14,3,7,"… In this paper, we present a machine learning approach that … In order to allow for such a thorough evaluation, we make a … In Section V, we will expose that the previous evaluation …","https://www.ofai.at/~jan.schlueter/pubs/2018_tasl.pdf","https://scholar.google.com/scholar?q=related:JQHyfBv6c7AJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
55,"Y Zheng, Q Song, J Liu, Q Song, Q Yue","Research on motion pattern recognition of exoskeleton robot based on multimodal machine learning model",2020,"Neural Computing and …","Springer","https://link.springer.com/article/10.1007/s00521-019-04567-1","https://scholar.google.com/scholar?cites=11288782576801578436&as_sdt=2005&sciodt=2007&hl=en",579,"2025-12-14 08:01:17","","10.1007/s00521-019-04567-1","","",,,,,55,11.00,11,5,5,"… supervised learning because it receives feedback, but feedback is not necessary for … deep learning, multimodal machine learning has become a research hotspot of artificial intelligence. …","","https://scholar.google.com/scholar?q=related:xH3gbPHPqZwJ:scholar.google.com/&scioq=guitar%7C%22electric+guitar%22+%22artificial+intelligence%22%7C%22machine+learning%22%7C%22deep+learning%22%7C%22audio+analysis%22+feedback%7C%22performance+analysis%22%7Cevaluation%7Cexpressivity&hl=en&as_sdt=2007"
